type,zcr_diff_mean,zcr_third_central_moment,zcr_exceed_th,zcr_std_of_fod,ste_mler
1,0.5555555555555556,1.6588788837024033e-05,0.08080808080808081,0.017337950158652977,0.030303030303030304
1,0.494949494949495,6.970657705450294e-05,0.010101010101010102,0.03284709051424348,0.04040404040404041
1,0.37373737373737376,4.646402719549608e-05,0.13131313131313133,0.019960832953730967,0.0
1,0.45454545454545453,4.718604232993737e-06,0.8080808080808081,0.018973174460070456,0.0
1,0.41414141414141414,4.35802014695659e-06,0.797979797979798,0.014397785840325106,0.0
1,0.48484848484848486,1.519376929809277e-06,0.6767676767676768,0.01761324997936791,0.0
1,0.43434343434343436,5.421083830732016e-06,0.1414141414141414,0.014686308209270802,0.0
1,0.48484848484848486,4.568477139109995e-06,0.050505050505050504,0.017774709161264297,0.0
1,0.47474747474747475,5.44079888112522e-06,0.13131313131313133,0.017141404719391143,0.0
1,0.42424242424242425,4.881293912211137e-06,0.1919191919191919,0.01602841666861283,0.0
1,0.37373737373737376,7.649703846174415e-06,0.020202020202020204,0.01666244516590526,0.0
1,0.4444444444444444,3.7727333266164654e-06,0.1919191919191919,0.018320859317818503,0.0
1,0.41414141414141414,3.672792222734536e-06,0.1919191919191919,0.017993714675727492,0.0
1,0.48484848484848486,1.3003735589109243e-05,0.030303030303030304,0.019690762174345604,0.010101010101010102
1,0.45454545454545453,7.06323933780765e-06,0.08080808080808081,0.019979004942624345,0.0
1,0.3838383838383838,2.9161612351606658e-05,0.04040404040404041,0.026693110155628388,0.0
1,0.40404040404040403,2.220958715729698e-05,0.06060606060606061,0.027143351535013474,0.0
1,0.41414141414141414,1.7615859116491973e-05,0.08080808080808081,0.02488223327523659,0.0
1,0.43434343434343436,2.2309894848588477e-05,0.020202020202020204,0.02423626406439634,0.0
1,0.36363636363636365,3.314565390803113e-05,0.030303030303030304,0.02621286299790343,0.0
1,0.43434343434343436,1.7631221357681904e-05,0.1717171717171717,0.027881699491376873,0.0
1,0.45454545454545453,1.1857062846944014e-05,0.23232323232323232,0.025996344851410058,0.0
1,0.3838383838383838,2.925267105023972e-05,0.020202020202020204,0.022602270854821183,0.0
1,0.45454545454545453,1.2044095102872951e-05,0.09090909090909091,0.02311969083932468,0.0
1,0.35353535353535354,6.193079069905677e-05,0.010101010101010102,0.02296556241572142,0.0
1,0.46464646464646464,7.905124846327202e-06,0.1111111111111111,0.02185979573584777,0.0
1,0.41414141414141414,7.787198031651722e-06,0.20202020202020202,0.021118938327032436,0.0
1,0.42424242424242425,1.4705620860209353e-05,0.030303030303030304,0.022330308648685307,0.0
1,0.42424242424242425,9.887211040272663e-06,0.10101010101010101,0.018799728064042245,0.0
1,0.45454545454545453,1.3353137933699167e-05,0.1111111111111111,0.024180091622178632,0.0
1,0.42424242424242425,5.116926538226735e-05,0.010101010101010102,0.026905960307192243,0.0
1,0.46464646464646464,7.86601575644907e-06,0.13131313131313133,0.019390374130264072,0.0
1,0.42424242424242425,1.3714377448080584e-05,0.10101010101010101,0.02418219280141639,0.0
1,0.48484848484848486,1.1496379985254326e-05,0.12121212121212122,0.021620314653194157,0.0
1,0.42424242424242425,1.557744083090443e-05,0.050505050505050504,0.020495127916717443,0.0
1,0.36363636363636365,6.357789941998858e-05,0.030303030303030304,0.025361406753374314,0.0
1,0.46464646464646464,1.7523374877007696e-05,0.030303030303030304,0.023560491214241242,0.0
1,0.43434343434343436,1.0393933058072261e-05,0.18181818181818182,0.022702003462319202,0.0
1,0.4444444444444444,1.2260087075330839e-05,0.12121212121212122,0.024881351084611564,0.0
1,0.45454545454545453,1.6113863140683076e-05,0.12121212121212122,0.021449323748533863,0.0
1,0.41414141414141414,2.763350305580259e-05,0.050505050505050504,0.023751119627624245,0.0
1,0.5050505050505051,3.1386192920486587e-06,0.41414141414141414,0.018958329425945802,0.0
1,0.40404040404040403,1.1399465338104496e-05,0.20202020202020202,0.024505781845688246,0.0
1,0.42424242424242425,8.292583395871046e-06,0.15151515151515152,0.019311460894835923,0.0
1,0.42424242424242425,2.3472403085216926e-05,0.04040404040404041,0.023979771977826934,0.0
1,0.45454545454545453,5.7947918200384675e-06,0.23232323232323232,0.018652844198176345,0.0
1,0.31313131313131315,0.0005132188833809777,0.030303030303030304,0.02558286253682819,0.0
1,0.48484848484848486,1.0019344054957057e-05,0.15151515151515152,0.02268452434799338,0.0
1,0.40404040404040403,9.203493502289713e-06,0.1111111111111111,0.019766420535917845,0.0
1,0.3838383838383838,2.580938226858438e-05,0.10101010101010101,0.02427102021084189,0.0
1,0.43434343434343436,9.15968660856283e-06,0.21212121212121213,0.022222300101828386,0.0
1,0.3939393939393939,1.1646596743475308e-05,0.1717171717171717,0.021960748321052975,0.0
1,0.37373737373737376,1.5316549719824183e-05,0.06060606060606061,0.021426722567161723,0.0
1,0.3838383838383838,3.458281248325463e-05,0.04040404040404041,0.02301587234543587,0.0
1,0.37373737373737376,1.928848328605897e-05,0.06060606060606061,0.027354359865513603,0.0
1,0.4444444444444444,1.376742210543158e-05,0.06060606060606061,0.02387581851492588,0.0
1,0.40404040404040403,2.5428422583142437e-05,0.06060606060606061,0.023292256018691528,0.0
1,0.25252525252525254,0.0008299930168567514,0.15151515151515152,0.04995655139274628,0.13131313131313133
1,0.45454545454545453,1.7134686166117105e-05,0.030303030303030304,0.023994712166740526,0.0
1,0.45454545454545453,1.7777125500665025e-05,0.04040404040404041,0.025393125581852298,0.0
1,0.41414141414141414,2.7591475976825114e-05,0.0707070707070707,0.02145168337767135,0.0
1,0.45454545454545453,6.933050366413463e-06,0.020202020202020204,0.017918400622445985,0.0
1,0.40404040404040403,1.5970423769311235e-05,0.06060606060606061,0.020735947171687533,0.0
1,0.46464646464646464,1.07116135343977e-05,0.2727272727272727,0.02304560890951257,0.0
1,0.5151515151515151,0.00011722305628001057,0.020202020202020204,0.0269999707621693,0.0
1,0.41414141414141414,7.763501580121995e-05,0.020202020202020204,0.024118411283592,0.0
1,0.42424242424242425,1.1169713605855647e-05,0.15151515151515152,0.021574456382986013,0.0
1,0.3939393939393939,1.3401021755338094e-05,0.25252525252525254,0.023330696150819927,0.0
1,0.46464646464646464,0.00010832590627297854,0.020202020202020204,0.02784555184796186,0.0
1,0.4444444444444444,1.2466412229736651e-05,0.030303030303030304,0.021993505619547958,0.0
1,0.37373737373737376,2.0061719525372755e-05,0.04040404040404041,0.021962332817037227,0.0
1,0.46464646464646464,1.3268359920027285e-05,0.1919191919191919,0.024239769354674583,0.0
